clave_entidad,entidad_federativa,clave_municipio,municipio,grupo,poblacion,pobreza_porcentaje,carencia_rezago_educativo_porcentaje,carencia_servicios_de_salud_porcentaje,carencia_seguridad_social_porcentaje,carencia_calidad_espacios_vivienda_porcentaje,carencia_servicios_basicos_vivienda_porcentaje,carencia_alimentacion_nutritiva_calidad_porcentaje,ingreso_inferior_a_lpi_porcentaje,periodo,entidad,entidad_federativa_etq
13,Hidalgo,13029,Huichapan,Población por sexo: mujeres,24404,42.886353,16.348688,21.554003,71.891617,5.364104,16.79523,19.884521,47.015754,2020-01-01,Hidalgo,Hidalgo
13,Hidalgo,13030,Ixmiquilpan,Población por sexo: mujeres,53800,51.143265,15.53566,33.887975,77.741163,5.68907,19.929213,32.370662,53.701297,2020-01-01,Hidalgo,Hidalgo
13,Hidalgo,13031,Jacala de Ledezma,Población por sexo: mujeres,6509,44.80695,21.609605,9.965499,78.765113,6.022837,44.085764,12.919628,45.446887,2020-01-01,Hidalgo,Hidalgo
13,Hidalgo,13032,Jaltocán,Población por sexo: mujeres,5627,75.622834,27.99676,8.079166,75.326824,18.411836,74.375567,35.94608,77.782505,2020-01-01,Hidalgo,Hidalgo
13,Hidalgo,13033,Juárez Hidalgo,Población por sexo: mujeres,1515,56.265823,24.450366,-999.0,70.086609,5.463025,17.321785,-999.0,61.039307,2020-01-01,Hidalgo,Hidalgo
13,Hidalgo,13034,Lolotla,Población por sexo: mujeres,4791,78.232075,24.737945,13.668763,83.081761,-999.0,54.675052,30.146751,79.360797,2020-01-01,Hidalgo,Hidalgo
13,Hidalgo,13035,Metepec,Población por sexo: mujeres,7001,44.048182,17.469014,38.786533,82.312352,7.313142,-999.0,18.612357,45.573445,2020-01-01,Hidalgo,Hidalgo
13,Hidalgo,13036,San Agustín Metzquititlán,Población por sexo: mujeres,4889,53.108371,18.75259,40.696229,77.331123,8.951513,37.028595,15.789474,55.496477,2020-01-01,Hidalgo,Hidalgo
13,Hidalgo,13037,Metztitlán,Población por sexo: mujeres,11111,52.797973,22.043144,29.346113,82.545863,9.389557,37.10433,27.817784,54.32392,2020-01-01,Hidalgo,Hidalgo
13,Hidalgo,13038,Mineral del Chico,Población por sexo: mujeres,4579,44.232025,18.439555,25.697437,76.502608,8.301202,-999.0,13.585847,46.727829,2020-01-01,Hidalgo,Hidalgo
13,Hidalgo,13039,Mineral del Monte,Población por sexo: mujeres,7358,50.319207,11.305602,36.654905,63.35876,5.934545,-999.0,24.497904,59.135934,2020-01-01,Hidalgo,Hidalgo
13,Hidalgo,13040,La Misión,Población por sexo: mujeres,5027,62.869868,32.124352,5.71941,83.678756,8.130729,56.855321,15.90275,63.632124,2020-01-01,Hidalgo,Hidalgo
13,Hidalgo,13041,Mixquiahuala de Juárez,Población por sexo: mujeres,24538,40.411892,12.900985,24.946741,73.180312,4.782794,8.826697,22.516545,44.005,2020-01-01,Hidalgo,Hidalgo
13,Hidalgo,13042,Molango de Escamilla,Población por sexo: mujeres,5766,59.920131,19.19574,12.163832,76.418863,10.039931,24.546322,18.340139,62.148419,2020-01-01,Hidalgo,Hidalgo
13,Hidalgo,13043,Nicolás Flores,Población por sexo: mujeres,3179,67.70437,22.654242,12.114396,78.566838,7.77635,36.118252,24.485861,69.623715,2020-01-01,Hidalgo,Hidalgo
13,Hidalgo,13044,Nopala de Villagrán,Población por sexo: mujeres,9232,43.498783,17.698209,21.571526,79.330017,4.877994,27.752058,27.680353,44.779765,2020-01-01,Hidalgo,Hidalgo
13,Hidalgo,13045,Omitlán de Juárez,Población por sexo: mujeres,4832,45.747186,18.236765,37.223843,74.947895,6.085869,22.613589,21.613172,47.947478,2020-01-01,Hidalgo,Hidalgo
13,Hidalgo,13046,San Felipe Orizatlán,Población por sexo: mujeres,20375,70.344885,30.014169,20.216928,82.839507,17.779498,75.978801,32.14258,71.494024,2020-01-01,Hidalgo,Hidalgo
13,Hidalgo,13047,Pacula,Población por sexo: mujeres,2491,53.836784,30.369468,16.118555,82.216809,-999.0,42.103126,-999.0,54.508323,2020-01-01,Hidalgo,Hidalgo
13,Hidalgo,13048,Pachuca de Soto,Población por sexo: mujeres,157300,27.871354,9.255513,25.319409,49.247691,3.680937,3.100669,17.099259,34.922144,2020-01-01,Hidalgo,Hidalgo
13,Hidalgo,13049,Pisaflores,Población por sexo: mujeres,9911,63.044535,21.916741,15.713744,89.124959,12.90472,62.673931,28.389982,63.561577,2020-01-01,Hidalgo,Hidalgo
13,Hidalgo,13050,Progreso de Obregón,Población por sexo: mujeres,12179,39.273939,10.7257,31.9565,68.496844,5.54944,-999.0,19.407459,44.752484,2020-01-01,Hidalgo,Hidalgo
13,Hidalgo,13051,Mineral de la Reforma,Población por sexo: mujeres,104877,18.779304,7.757294,24.591972,42.693435,-999.0,-999.0,15.508355,25.231614,2020-01-01,Hidalgo,Hidalgo
13,Hidalgo,13052,San Agustín Tlaxiaca,Población por sexo: mujeres,20311,44.132778,12.283045,34.310247,74.784993,7.469356,13.428693,30.85109,47.607162,2020-01-01,Hidalgo,Hidalgo
13,Hidalgo,13053,San Bartolo Tutotepec,Población por sexo: mujeres,8863,65.681299,34.846483,9.809196,81.416012,16.973974,52.683772,27.500316,66.135465,2020-01-01,Hidalgo,Hidalgo
13,Hidalgo,13054,San Salvador,Población por sexo: mujeres,19467,43.331231,11.442057,22.543677,74.336131,5.103028,11.029379,29.123301,46.435385,2020-01-01,Hidalgo,Hidalgo
13,Hidalgo,13055,Santiago de Anaya,Población por sexo: mujeres,10214,49.732739,12.743341,21.294263,80.497928,6.355236,26.671789,40.054103,51.687447,2020-01-01,Hidalgo,Hidalgo
13,Hidalgo,13056,Santiago Tulantepec de Lugo Guerrero,Población por sexo: mujeres,19621,38.947301,14.548391,36.445001,64.298383,4.77587,5.12638,11.625784,45.890957,2020-01-01,Hidalgo,Hidalgo
13,Hidalgo,13057,Singuilucan,Población por sexo: mujeres,8053,49.229713,20.91325,47.442642,78.23153,5.306913,-999.0,28.456013,52.139773,2020-01-01,Hidalgo,Hidalgo
13,Hidalgo,13058,Tasquillo,Población por sexo: mujeres,9818,52.362985,18.63855,31.414186,80.185197,4.147991,36.995848,30.700985,53.748503,2020-01-01,Hidalgo,Hidalgo
13,Hidalgo,13059,Tecozautla,Población por sexo: mujeres,20552,45.327521,17.605164,16.252745,85.15098,9.40502,29.83706,28.86993,46.510462,2020-01-01,Hidalgo,Hidalgo
13,Hidalgo,13060,Tenango de Doria,Población por sexo: mujeres,9343,64.45983,22.599061,9.46277,84.156613,8.803441,29.018782,27.138253,65.663831,2020-01-01,Hidalgo,Hidalgo
13,Hidalgo,13061,Tepeapulco,Población por sexo: mujeres,27486,31.966812,10.773009,24.693777,43.882209,2.589374,-999.0,19.230039,44.537117,2020-01-01,Hidalgo,Hidalgo
13,Hidalgo,13062,Tepehuacán de Guerrero,Población por sexo: mujeres,15269,82.235561,32.688007,6.21481,89.441196,27.894517,72.701129,27.604863,83.343331,2020-01-01,Hidalgo,Hidalgo
13,Hidalgo,13063,Tepeji del Río de Ocampo,Población por sexo: mujeres,43109,32.834564,16.811045,18.665063,41.835387,6.355981,7.18082,22.413187,42.759751,2020-01-01,Hidalgo,Hidalgo
13,Hidalgo,13064,Tepetitlán,Población por sexo: mujeres,5771,42.341675,15.223481,23.122467,74.81863,4.10502,18.121949,28.782751,45.378991,2020-01-01,Hidalgo,Hidalgo
13,Hidalgo,13065,Tetepango,Población por sexo: mujeres,5723,54.469358,15.594801,31.331264,70.61585,6.427966,5.61518,22.154989,61.433691,2020-01-01,Hidalgo,Hidalgo
13,Hidalgo,13066,Villa de Tezontepec,Población por sexo: mujeres,6605,53.136872,12.250816,52.578531,80.381482,6.314082,3.163161,21.412402,57.386347,2020-01-01,Hidalgo,Hidalgo
13,Hidalgo,13067,Tezontepec de Aldama,Población por sexo: mujeres,27780,55.363475,14.455476,27.945359,72.818228,4.975657,11.655078,27.877302,61.995054,2020-01-01,Hidalgo,Hidalgo
13,Hidalgo,13068,Tianguistengo,Población por sexo: mujeres,7442,79.607964,32.913318,15.124157,85.942915,22.9374,56.47108,36.268736,80.570354,2020-01-01,Hidalgo,Hidalgo
13,Hidalgo,13069,Tizayuca,Población por sexo: mujeres,81634,36.228414,9.891871,28.765162,49.416731,5.604471,-999.0,24.818882,47.374392,2020-01-01,Hidalgo,Hidalgo
13,Hidalgo,13070,Tlahuelilpan,Población por sexo: mujeres,9473,50.785973,13.205828,33.810581,73.505197,4.757168,-999.0,21.732881,56.617903,2020-01-01,Hidalgo,Hidalgo
13,Hidalgo,13071,Tlahuiltepa,Población por sexo: mujeres,4640,71.934171,35.058467,15.352967,83.456042,5.132092,35.534864,7.189259,72.531182,2020-01-01,Hidalgo,Hidalgo
13,Hidalgo,13072,Tlanalapa,Población por sexo: mujeres,5362,35.835838,10.402987,26.598594,48.017578,-999.0,-999.0,-999.0,47.860688,2020-01-01,Hidalgo,Hidalgo
13,Hidalgo,13073,Tlanchinol,Población por sexo: mujeres,20817,86.139662,26.507795,6.462055,88.215384,29.910349,64.294285,49.618248,86.616882,2020-01-01,Hidalgo,Hidalgo
13,Hidalgo,13074,Tlaxcoapan,Población por sexo: mujeres,13603,54.836487,13.768285,33.131662,68.202403,7.889355,5.475261,18.841437,63.347425,2020-01-01,Hidalgo,Hidalgo
13,Hidalgo,13075,Tolcayuca,Población por sexo: mujeres,10812,41.590717,13.118306,28.643155,61.09748,5.929679,-999.0,23.612156,48.883844,2020-01-01,Hidalgo,Hidalgo
13,Hidalgo,13076,Tula de Allende,Población por sexo: mujeres,56241,28.450808,12.04686,21.044404,49.325994,4.533876,-999.0,17.737073,34.651871,2020-01-01,Hidalgo,Hidalgo
13,Hidalgo,13077,Tulancingo de Bravo,Población por sexo: mujeres,84055,44.807776,15.208653,37.586293,69.418615,5.747741,-999.0,16.081919,51.328778,2020-01-01,Hidalgo,Hidalgo
13,Hidalgo,13078,Xochiatipan,Población por sexo: mujeres,10085,88.566723,33.814409,5.62831,77.749625,33.345984,90.987605,48.821665,88.825184,2020-01-01,Hidalgo,Hidalgo
13,Hidalgo,13079,Xochicoatlán,Población por sexo: mujeres,3511,56.365111,20.404098,19.237336,71.457029,-999.0,28.884462,-999.0,59.246158,2020-01-01,Hidalgo,Hidalgo
13,Hidalgo,13080,Yahualica,Población por sexo: mujeres,13326,80.435876,33.310457,8.278314,85.037944,16.888947,77.915417,45.086192,80.987398,2020-01-01,Hidalgo,Hidalgo
13,Hidalgo,13081,Zacualtipán de Ángeles,Población por sexo: mujeres,18958,59.377242,18.348534,41.378316,75.798759,11.064354,-999.0,19.747038,64.640719,2020-01-01,Hidalgo,Hidalgo
13,Hidalgo,13082,Zapotlán de Juárez,Población por sexo: mujeres,10517,49.757733,12.372358,38.304624,66.193991,4.577126,6.010481,20.537531,58.319265,2020-01-01,Hidalgo,Hidalgo
13,Hidalgo,13083,Zempoala,Población por sexo: mujeres,28986,34.610323,9.357467,36.496874,54.885307,3.773609,4.220707,21.631285,42.697347,2020-01-01,Hidalgo,Hidalgo
13,Hidalgo,13084,Zimapán,Población por sexo: mujeres,20493,41.404376,16.988131,29.705599,68.792826,6.375737,16.75866,15.843118,45.857726,2020-01-01,Hidalgo,Hidalgo
14,Jalisco,14001,Acatic,Población por sexo: mujeres,10708,30.99125,23.687414,30.18655,57.938174,5.42295,-999.0,17.459818,35.390158,2020-01-01,Jalisco,Jalisco
14,Jalisco,14002,Acatlán de Juárez,Población por sexo: mujeres,14202,28.614492,15.984856,24.847864,37.658111,6.100366,-999.0,15.271735,41.116718,2020-01-01,Jalisco,Jalisco
14,Jalisco,14003,Ahualulco de Mercado,Población por sexo: mujeres,11118,32.637357,10.514454,22.897873,51.014453,5.003689,-999.0,13.604891,42.543793,2020-01-01,Jalisco,Jalisco
14,Jalisco,14004,Amacueca,Población por sexo: mujeres,2955,46.486791,19.690032,21.345544,81.296231,11.201127,12.57485,7.890102,48.686862,2020-01-01,Jalisco,Jalisco
14,Jalisco,14005,Amatitán,Población por sexo: mujeres,8317,35.887099,13.082484,27.836858,57.179675,5.994924,-999.0,8.814171,45.151012,2020-01-01,Jalisco,Jalisco
14,Jalisco,14006,Ameca,Población por sexo: mujeres,32057,34.988986,15.408835,33.24462,57.006362,-999.0,-999.0,13.108222,41.869152,2020-01-01,Jalisco,Jalisco
14,Jalisco,14007,San Juanito de Escobedo,Población por sexo: mujeres,4826,40.593882,16.075949,11.139241,64.978903,5.696203,-999.0,12.594937,46.886076,2020-01-01,Jalisco,Jalisco
14,Jalisco,14008,Arandas,Población por sexo: mujeres,41635,33.840314,22.068726,41.512679,62.651957,-999.0,-999.0,13.980694,39.862623,2020-01-01,Jalisco,Jalisco
14,Jalisco,14009,El Arenal,Población por sexo: mujeres,10505,30.784318,14.704075,24.889408,46.979777,-999.0,-999.0,-999.0,41.015751,2020-01-01,Jalisco,Jalisco
14,Jalisco,14010,Atemajac de Brizuela,Población por sexo: mujeres,3974,73.175533,28.013364,39.629915,87.021331,19.043948,8.018504,24.877923,75.065793,2020-01-01,Jalisco,Jalisco
14,Jalisco,14011,Atengo,Población por sexo: mujeres,2775,50.36047,23.286634,24.384703,86.520257,14.539947,35.17607,13.6312,50.896251,2020-01-01,Jalisco,Jalisco
14,Jalisco,14012,Atenguillo,Población por sexo: mujeres,2143,-999.0,21.191406,11.767578,87.207031,4.345703,4.638672,5.273438,-999.0,2020-01-01,Jalisco,Jalisco
14,Jalisco,14013,Atotonilco el Alto,Población por sexo: mujeres,28617,34.436173,21.696182,28.867357,58.257622,5.163016,-999.0,8.44594,41.622766,2020-01-01,Jalisco,Jalisco
14,Jalisco,14014,Atoyac,Población por sexo: mujeres,4491,45.563253,26.204819,14.921223,80.699722,12.998146,16.149212,10.078777,47.69532,2020-01-01,Jalisco,Jalisco
14,Jalisco,14015,Autlán de Navarro,Población por sexo: mujeres,31768,30.076467,13.773067,18.701429,48.94555,7.248153,8.781471,17.611521,37.84097,2020-01-01,Jalisco,Jalisco
14,Jalisco,14016,Ayotlán,Población por sexo: mujeres,21313,52.66303,30.304954,49.300715,79.257033,7.227519,16.796412,15.565691,55.595592,2020-01-01,Jalisco,Jalisco
14,Jalisco,14017,Ayutla,Población por sexo: mujeres,5359,44.426435,17.227504,29.420806,79.326103,10.268596,21.209327,18.341215,46.623026,2020-01-01,Jalisco,Jalisco
14,Jalisco,14018,La Barca,Población por sexo: mujeres,29499,40.909123,18.854796,30.452432,60.615692,5.303243,2.146988,17.526013,48.636097,2020-01-01,Jalisco,Jalisco
14,Jalisco,14019,Bolaños,Población por sexo: mujeres,3556,55.912197,34.911597,16.78154,74.498052,42.193587,56.7276,21.246629,57.512137,2020-01-01,Jalisco,Jalisco
14,Jalisco,14020,Cabo Corrientes,Población por sexo: mujeres,5221,44.661558,20.192105,19.019999,66.924052,18.217429,36.413607,21.835633,48.968333,2020-01-01,Jalisco,Jalisco
14,Jalisco,14021,Casimiro Castillo,Población por sexo: mujeres,10010,38.962396,21.310583,19.886898,58.677028,6.483173,11.633991,17.990982,46.599073,2020-01-01,Jalisco,Jalisco
14,Jalisco,14022,Cihuatlán,Población por sexo: mujeres,20864,45.728514,19.932722,28.779772,67.404147,13.861487,7.013345,18.026506,51.672289,2020-01-01,Jalisco,Jalisco
14,Jalisco,14023,Zapotlán el Grande,Población por sexo: mujeres,59709,26.567716,11.096206,26.014934,38.715951,5.729472,-999.0,14.169705,37.348929,2020-01-01,Jalisco,Jalisco
14,Jalisco,14024,Cocula,Población por sexo: mujeres,14082,38.51269,13.945451,22.350309,61.117916,5.002043,-999.0,18.752254,44.846229,2020-01-01,Jalisco,Jalisco
14,Jalisco,14025,Colotlán,Población por sexo: mujeres,8863,36.630852,13.98959,26.992785,70.423399,2.695508,5.109225,10.409012,41.359162,2020-01-01,Jalisco,Jalisco
14,Jalisco,14026,Concepción de Buenos Aires,Población por sexo: mujeres,3161,45.849396,21.855603,16.432538,81.705325,6.860503,6.011107,3.070892,48.659588,2020-01-01,Jalisco,Jalisco
14,Jalisco,14027,Cuautitlán de García Barragán,Población por sexo: mujeres,8135,58.509283,25.617459,21.430315,76.202141,31.989551,70.388075,31.932196,60.233109,2020-01-01,Jalisco,Jalisco
14,Jalisco,14028,Cuautla,Población por sexo: mujeres,1119,34.824818,25.091241,11.678832,81.751825,-999.0,-999.0,-999.0,35.983577,2020-01-01,Jalisco,Jalisco
14,Jalisco,14029,Cuquío,Población por sexo: mujeres,6974,43.07087,26.205701,37.805987,82.125217,-999.0,16.465511,10.163703,44.626862,2020-01-01,Jalisco,Jalisco
14,Jalisco,14030,Chapala,Población por sexo: mujeres,33782,38.754293,16.35097,56.256109,62.750646,13.390357,2.7873,9.012001,44.21464,2020-01-01,Jalisco,Jalisco
14,Jalisco,14031,Chimaltitán,Población por sexo: mujeres,1656,66.1133,30.418719,34.729064,76.847291,21.182266,37.807882,27.70936,68.345443,2020-01-01,Jalisco,Jalisco
14,Jalisco,14032,Chiquilistlán,Población por sexo: mujeres,2997,68.40186,22.176309,14.015152,79.442149,16.115702,42.493113,15.048209,71.762741,2020-01-01,Jalisco,Jalisco
14,Jalisco,14033,Degollado,Población por sexo: mujeres,12359,42.572623,31.047729,72.711784,84.728077,4.588702,17.669039,14.665202,43.859217,2020-01-01,Jalisco,Jalisco
14,Jalisco,14034,Ejutla,Población por sexo: mujeres,974,-999.0,18.466523,15.550756,76.565875,-999.0,9.827214,-999.0,-999.0,2020-01-01,Jalisco,Jalisco
14,Jalisco,14035,Encarnación de Díaz,Población por sexo: mujeres,25233,36.974831,21.714109,27.438088,64.743388,-999.0,-999.0,5.658205,43.448436,2020-01-01,Jalisco,Jalisco
14,Jalisco,14036,Etzatlán,Población por sexo: mujeres,9556,37.539798,11.30057,20.208738,57.935149,7.312681,5.471086,10.432357,45.286294,2020-01-01,Jalisco,Jalisco
14,Jalisco,14037,El Grullo,Población por sexo: mujeres,12822,38.449595,15.501773,27.573281,63.192975,10.743062,-999.0,16.205126,44.342872,2020-01-01,Jalisco,Jalisco
14,Jalisco,14038,Guachinango,Población por sexo: mujeres,2047,44.656442,22.546012,26.94274,75.664622,6.134969,17.177914,7.873211,46.822086,2020-01-01,Jalisco,Jalisco
14,Jalisco,14039,Guadalajara,Población por sexo: mujeres,703589,24.473271,9.596494,27.052144,37.627802,1.981506,-999.0,9.651294,36.588267,2020-01-01,Jalisco,Jalisco
14,Jalisco,14040,Hostotipaquillo,Población por sexo: mujeres,4383,64.685472,24.61213,15.068171,83.544899,10.695816,-999.0,-999.0,67.874471,2020-01-01,Jalisco,Jalisco
14,Jalisco,14041,Huejúcar,Población por sexo: mujeres,3036,43.250084,27.704752,38.085608,75.294911,-999.0,3.235592,9.234917,45.739467,2020-01-01,Jalisco,Jalisco
14,Jalisco,14042,Huejuquilla el Alto,Población por sexo: mujeres,3916,50.86437,22.332482,22.955859,83.087046,8.647265,23.103046,19.283378,52.170354,2020-01-01,Jalisco,Jalisco
14,Jalisco,14043,La Huerta,Población por sexo: mujeres,10057,34.052874,21.761143,23.442489,76.099423,14.782461,26.115031,25.315636,35.27226,2020-01-01,Jalisco,Jalisco
14,Jalisco,14044,Ixtlahuacán de los Membrillos,Población por sexo: mujeres,32859,36.08805,17.684485,25.774175,36.764838,10.635014,-999.0,20.81807,49.305011,2020-01-01,Jalisco,Jalisco
14,Jalisco,14045,Ixtlahuacán del Río,Población por sexo: mujeres,9959,40.296867,22.240511,52.690327,78.170121,4.176807,18.685498,18.852767,42.622911,2020-01-01,Jalisco,Jalisco
14,Jalisco,14046,Jalostotitlán,Población por sexo: mujeres,15779,39.785153,24.538333,42.115894,68.769061,-999.0,-999.0,5.480916,45.213937,2020-01-01,Jalisco,Jalisco
14,Jalisco,14047,Jamay,Población por sexo: mujeres,11600,45.891566,18.596064,31.593305,58.753142,9.437217,-999.0,13.868627,55.097074,2020-01-01,Jalisco,Jalisco
14,Jalisco,14048,Jesús María,Población por sexo: mujeres,9537,39.180288,36.866094,53.200472,76.693682,3.648986,10.078475,13.08628,41.715718,2020-01-01,Jalisco,Jalisco
14,Jalisco,14049,Jilotlán de los Dolores,Población por sexo: mujeres,4775,54.656329,35.515736,27.590168,87.388008,12.106593,31.587411,6.776935,55.208592,2020-01-01,Jalisco,Jalisco
14,Jalisco,14050,Jocotepec,Población por sexo: mujeres,24735,44.303153,22.540557,46.446404,67.221954,10.051411,-999.0,14.799868,49.537166,2020-01-01,Jalisco,Jalisco
14,Jalisco,14051,Juanacatlán,Población por sexo: mujeres,15987,31.895613,13.387106,29.731601,38.03368,4.325855,-999.0,16.994575,47.462597,2020-01-01,Jalisco,Jalisco
14,Jalisco,14052,Juchitlán,Población por sexo: mujeres,2872,45.531429,22.357143,11.214286,77.607143,7.571429,15.75,11.464286,48.569643,2020-01-01,Jalisco,Jalisco
14,Jalisco,14053,Lagos de Moreno,Población por sexo: mujeres,91455,36.915303,22.43194,30.520428,45.767241,6.623125,-999.0,12.491208,47.922669,2020-01-01,Jalisco,Jalisco
14,Jalisco,14054,El Limón,Población por sexo: mujeres,2762,24.966679,18.270311,9.771621,57.506552,4.00599,4.941969,2.69562,29.512542,2020-01-01,Jalisco,Jalisco
14,Jalisco,14055,Magdalena,Población por sexo: mujeres,10043,39.66226,15.552152,17.812396,63.13966,4.218077,-999.0,7.733301,46.552968,2020-01-01,Jalisco,Jalisco
14,Jalisco,14056,Santa María del Oro,Población por sexo: mujeres,907,56.390046,38.888889,12.384259,81.828704,12.384259,39.236111,12.268519,57.255787,2020-01-01,Jalisco,Jalisco
14,Jalisco,14057,La Manzanilla de la Paz,Población por sexo: mujeres,2115,36.227905,19.265144,32.969215,82.075472,5.51142,9.483615,6.355511,38.340616,2020-01-01,Jalisco,Jalisco
14,Jalisco,14058,Mascota,Población por sexo: mujeres,6231,37.976982,14.997919,21.103799,70.802034,4.132476,-999.0,9.001752,41.273584,2020-01-01,Jalisco,Jalisco
14,Jalisco,14059,Mazamitla,Población por sexo: mujeres,7611,45.642346,19.048673,48.317287,80.072229,10.357057,-999.0,13.134223,48.117012,2020-01-01,Jalisco,Jalisco
14,Jalisco,14060,Mexticacán,Población por sexo: mujeres,2829,57.816029,26.448087,5.79235,81.602914,3.934426,-999.0,4.116576,60.470674,2020-01-01,Jalisco,Jalisco
14,Jalisco,14061,Mezquitic,Población por sexo: mujeres,11544,80.506079,46.838187,10.055603,88.436528,57.402695,74.743191,48.628781,81.05466,2020-01-01,Jalisco,Jalisco
14,Jalisco,14062,Mixtlán,Población por sexo: mujeres,1831,25.159911,22.654081,23.764575,85.785675,-999.0,13.992227,10.216546,25.691283,2020-01-01,Jalisco,Jalisco
14,Jalisco,14063,Ocotlán,Población por sexo: mujeres,53385,27.594133,16.172115,27.730673,40.49228,5.978645,-999.0,14.322358,39.056248,2020-01-01,Jalisco,Jalisco
14,Jalisco,14064,Ojuelos de Jalisco,Población por sexo: mujeres,15107,48.105907,26.619169,26.253499,71.96746,8.586487,17.225667,12.813185,52.061028,2020-01-01,Jalisco,Jalisco
14,Jalisco,14065,Pihuamo,Población por sexo: mujeres,5817,42.517586,28.33609,17.508667,68.102853,-999.0,29.166421,15.774897,46.524408,2020-01-01,Jalisco,Jalisco
14,Jalisco,14066,Poncitlán,Población por sexo: mujeres,26369,40.472361,21.561227,27.429225,52.449805,14.506333,13.715096,19.98716,47.765306,2020-01-01,Jalisco,Jalisco
14,Jalisco,14067,Puerto Vallarta,Población por sexo: mujeres,164288,35.005336,12.324379,25.821821,39.871002,12.564254,-999.0,15.553508,46.630576,2020-01-01,Jalisco,Jalisco
14,Jalisco,14068,Villa Purificación,Población por sexo: mujeres,5055,46.10131,25.681225,16.58603,81.121854,10.786168,34.932477,20.503504,47.173111,2020-01-01,Jalisco,Jalisco
14,Jalisco,14069,Quitupan,Población por sexo: mujeres,4138,54.947808,34.329871,30.656195,82.442361,5.624525,29.668102,12.667849,55.481632,2020-01-01,Jalisco,Jalisco
14,Jalisco,14070,El Salto,Población por sexo: mujeres,118013,39.520777,18.552474,31.228389,39.782075,8.111453,8.634736,18.073467,54.246913,2020-01-01,Jalisco,Jalisco
14,Jalisco,14071,San Cristóbal de la Barranca,Población por sexo: mujeres,1468,43.745316,27.619709,38.584316,81.887578,10.131853,30.048577,7.009022,44.716863,2020-01-01,Jalisco,Jalisco
14,Jalisco,14072,San Diego de Alejandría,Población por sexo: mujeres,3939,43.630855,30.510717,23.445356,76.10479,7.462292,7.621064,15.850754,46.959778,2020-01-01,Jalisco,Jalisco
14,Jalisco,14073,San Juan de los Lagos,Población por sexo: mujeres,35737,35.522707,19.758828,32.648905,59.7655,5.035459,5.438842,8.585245,43.592529,2020-01-01,Jalisco,Jalisco
14,Jalisco,14074,San Julián,Población por sexo: mujeres,7826,34.677561,22.262017,42.306065,79.081178,-999.0,-999.0,8.549023,37.085717,2020-01-01,Jalisco,Jalisco
14,Jalisco,14075,San Marcos,Población por sexo: mujeres,1897,45.465537,14.576271,20.451977,68.757062,7.683616,8.757062,20.564972,50.403955,2020-01-01,Jalisco,Jalisco
14,Jalisco,14076,San Martín de Bolaños,Población por sexo: mujeres,1595,-999.0,28.350515,13.853093,64.239691,10.180412,20.940722,15.528351,-999.0,2020-01-01,Jalisco,Jalisco
14,Jalisco,14077,San Martín Hidalgo,Población por sexo: mujeres,13016,37.676194,14.797609,38.291403,66.715138,4.639217,-999.0,13.201229,41.759936,2020-01-01,Jalisco,Jalisco
14,Jalisco,14078,San Miguel el Alto,Población por sexo: mujeres,16412,38.521885,25.762727,41.16443,69.658456,4.601612,13.613081,18.550508,43.080591,2020-01-01,Jalisco,Jalisco
14,Jalisco,14079,Gómez Farías,Población por sexo: mujeres,8965,39.886982,22.348944,25.910384,55.632482,15.223585,25.127121,17.436235,46.259683,2020-01-01,Jalisco,Jalisco
14,Jalisco,14080,San Sebastián del Oeste,Población por sexo: mujeres,2474,47.299465,20.27972,13.451255,77.416701,-999.0,19.539284,10.48951,50.269848,2020-01-01,Jalisco,Jalisco
14,Jalisco,14081,Santa María de los Ángeles,Población por sexo: mujeres,1818,55.60274,30.479452,19.178082,78.36758,4.794521,10.273973,13.013699,57.717466,2020-01-01,Jalisco,Jalisco
14,Jalisco,14082,Sayula,Población por sexo: mujeres,19388,37.308232,15.155954,24.623264,57.305399,10.398009,-999.0,15.42081,45.564015,2020-01-01,Jalisco,Jalisco
14,Jalisco,14083,Tala,Población por sexo: mujeres,44816,28.112545,16.310512,27.049133,36.112684,4.310994,-999.0,15.269187,40.114908,2020-01-01,Jalisco,Jalisco
14,Jalisco,14084,Talpa de Allende,Población por sexo: mujeres,6578,45.850531,15.824588,22.65558,79.126065,7.624635,-999.0,19.098327,48.781663,2020-01-01,Jalisco,Jalisco
14,Jalisco,14085,Tamazula de Gordiano,Población por sexo: mujeres,18545,31.39439,21.647757,21.983757,53.667613,7.421874,-999.0,15.919966,38.359661,2020-01-01,Jalisco,Jalisco
14,Jalisco,14086,Tapalpa,Población por sexo: mujeres,10331,46.946619,24.700113,58.069428,82.99157,13.314935,17.446648,8.981908,49.309364,2020-01-01,Jalisco,Jalisco
14,Jalisco,14087,Tecalitlán,Población por sexo: mujeres,8864,39.159949,23.417741,22.631686,63.502905,7.162148,12.683119,10.544697,45.913095,2020-01-01,Jalisco,Jalisco
14,Jalisco,14088,Tecolotlán,Población por sexo: mujeres,6925,37.183352,15.573104,14.852969,60.593518,-999.0,10.844414,9.443244,43.589003,2020-01-01,Jalisco,Jalisco
14,Jalisco,14089,Techaluta de Montenegro,Población por sexo: mujeres,2075,44.528162,18.774704,6.818182,74.505929,-999.0,11.264822,15.464427,49.025198,2020-01-01,Jalisco,Jalisco
